fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	ratio_corte	iteracion_bayesiana	ganancia
20211014 172746	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	38	TRUE	0.0490644194812328	0.537609467026056	4143	778	13	96	0.0311721918160078	37	7885624.956525
20211014 172758	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.0413060091018304	0.68117891752217	3267	333	19	12	0.0313336507250935	38	7888124.9564
20211014 172807	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	0.090444878141582	0.605307354206033	7620	97	14	14	0.0339424867795956	39	7877124.956475
20211014 172821	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	51	TRUE	0.0298227651006728	0.217560203361255	1854	248	15	2	0.0368614938907985	40	7582124.9549625
20211014 172831	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	7	TRUE	0.0579387045653909	0.865406836867845	247	350	12	21	0.0309724926403562	41	7849999.9567375
20211014 172839	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	5	TRUE	0.0695700201261975	0.163659310335806	390	93	2	55	0.0321324474325864	42	8033874.956725
20211014 172849	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	12	TRUE	0.0612514597302303	0.872761520115286	3746	306	14	13	0.031635323949595	43	7825624.9563875
20211014 172857	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	8	TRUE	0.0809815447675996	0.328763918550522	7693	315	5	11	0.0324383695748871	44	7976749.9560625
20211014 172907	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0359201906794682	0.280556102129351	136	528	12	65	0.0320262244627506	45	7736499.957175
20211014 172925	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	46	TRUE	0.0222550041230582	0.734731836823164	3820	632	14	16	0.0314313758552944	46	7863874.956525
20211014 172933	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	0.0530381690110639	0.177427968634339	7733	442	3	49	0.0337257919270112	47	7796749.955625
20211014 172951	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	58	TRUE	0.0292590704144165	0.736891093864804	2943	492	1	90	0.0291242130242315	48	7841874.9561375
20211014 173000	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	0.0647287193301693	0.333302703857399	7778	345	5	43	0.0313825132908312	49	7833874.956225
20211014 173011	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	15	TRUE	0.0933412072267011	0.779002471365011	3395	896	15	53	0.0292559295019246	50	7868124.9564
20211014 173022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0822609336392768	0.662536519265222	3144	341	16	7	0.0311764407350817	51	7836874.9563875
20211014 173032	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	0.0803373545304127	0.809921817601496	2463	53	8	31	0.0319879841991588	52	7881874.9563
20211014 173043	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	14	TRUE	0.0788841344797425	0.650734524704702	6176	748	10	29	0.0311594450600609	53	7896874.956525
20211014 173101	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	77	TRUE	0.0246514373077638	0.449679796124762	7565	428	10	87	0.0312359255965921	54	7889374.9564
20211014 173114	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	35	TRUE	0.0593316962385923	0.897813021735055	7831	667	14	35	0.0314866117968812	55	7865124.956075
20211014 173128	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	37	TRUE	0.0409399590847641	0.532965874351212	2599	768	0	70	0.0290562303245734	56	7866874.9573125
20211014 173145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	120	TRUE	0.0987029304070398	0.123328851900739	6720	398	13	27	0.0333433892477544	57	7850249.95565
20211014 173156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	21	TRUE	0.0853497156186029	0.974676456716424	5116	217	16	4	0.0308960121034001	58	7778124.95665
20211014 173208	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	15	TRUE	0.0261436448092572	0.455032614105986	3367	629	10	1	0.031146698304114	59	7886874.95665
20211014 173217	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	19	TRUE	0.0643004017662071	0.282732667306717	7961	750	15	99	0.0311764407323199	60	7852374.957275
20211014 173235	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	57	TRUE	0.064837394299712	0.916495570219727	3957	201	5	21	0.0310447242578135	61	7880499.956125
20211014 173248	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	19	TRUE	0.0251857381302677	0.511600559517322	342	368	9	72	0.0293239121977587	62	7933124.956775
20211014 173258	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	19	TRUE	0.0955629821364582	0.800386940602609	2647	570	16	44	0.0301460779614325	63	7918124.956175
20211014 173309	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	13	TRUE	0.0953138491688483	0.686277883432177	4180	948	4	48	0.0294301351673821	64	7903124.956275
20211014 173319	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	13	TRUE	0.0728046685105935	0.983359638523124	696	180	15	96	0.0314696161214355	65	7820874.956325
20211014 173333	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	36	TRUE	0.0478262350782752	0.818747089366009	3830	969	9	67	0.0313039082945507	66	7914374.9563375
20211014 173346	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	37	TRUE	0.0487378753713518	0.585254314474924	4170	100	13	99	0.0311466983049638	67	7836874.9563125
20211014 173359	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	25	TRUE	0.0626422881340608	0.971647303233296	6205	935	13	80	0.0312019342474004	68	7890624.9563
20211014 173409	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0537808014772832	0.488632245084248	7427	182	1	53	0.0337555343592535	69	7956874.95625
20211014 173422	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.0314522208440118	0.217931006760546	437	392	10	98	0.0343843743182384	70	7689374.955175
20211014 173433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	0.0403053722907417	0.762202476068446	4206	386	12	27	0.0327591629335214	71	7928749.95635
20211014 173447	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	52	TRUE	0.0296973430000991	0.115769491231535	3178	816	8	35	0.0327697852280194	72	7762624.956
20211014 173456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	15	TRUE	0.0390492637619749	0.176417675694427	5376	978	2	83	0.0314398736874936	73	7750624.95775
20211014 173503	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	5	TRUE	0.0784813477089095	0.142699438384943	2125	568	7	62	0.0318902590689579	74	8027124.956775
20211014 173513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	30	TRUE	0.0714783978143253	0.155964983761355	411	323	5	69	0.0332584108739252	75	7831999.95625
20211014 173524	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	9	TRUE	0.0452113387479074	0.558447366878856	1781	976	10	66	0.03262107307743	76	7893124.956125
20211014 173535	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	15	TRUE	0.0291601478580199	0.400653686534893	7223	446	18	31	0.0310617199294351	77	7897999.9575875
20211014 173552	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	98	TRUE	0.0925344613013044	0.285153369179973	1676	530	18	3	0.0314313758544446	78	7805874.95625
20211014 173644	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	417	TRUE	0.0434110481344163	0.13963349431348	6639	412	5	6	0.0341251902815012	79	7911124.95535
20211014 173703	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	96	TRUE	0.0780936460887641	0.388077134802775	2037	225	6	36	0.0305560986114827	80	7915874.956675
20211014 173714	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	17	TRUE	0.0255341093625687	0.419280250277044	4403	190	13	64	0.0312699169440843	81	7888249.9566375
20211014 173722	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	7	TRUE	0.0777189793186262	0.433860208073701	6831	599	12	55	0.0318647655572765	82	7979624.9561375
20211014 173735	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	20	TRUE	0.0281862690921873	0.879613201395259	7057	429	19	14	0.0318477698828931	83	7872999.956125
20211014 173749	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	42	TRUE	0.039963410030026	0.659343181631691	6992	51	4	80	0.0313463974814652	84	7891874.9562875
20211014 173800	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	24	TRUE	0.030401290414352	0.159743957745517	1923	43	19	39	0.0292729251752458	85	7964874.9576375
20211014 173810	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.042471077901572	0.334618636148609	450	270	1	97	0.0298677737878007	86	7951874.9571125
20211014 173827	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	89	TRUE	0.0500913402364403	0.227840130269993	7604	650	5	12	0.0341761773059261	87	7683874.955
20211014 173836	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	21	TRUE	0.0661148868536204	0.111269980777637	1542	144	15	69	0.0346478072751116	88	7780499.9549875
20211014 173848	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0416690285740979	0.543091279358068	1169	577	4	88	0.0311466983036891	89	7891874.9564
20211014 173900	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	27	TRUE	0.0667958024674468	0.88860986467842	2356	886	20	31	0.031482362879082	90	7818249.95615
20211014 173912	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.0630958032177761	0.963764515533508	301	98	10	65	0.0298890183818954	91	7834374.9574875
20211014 173924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	13	TRUE	0.0922322555796802	0.703320694672433	683	680	4	29	0.0311976853291763	92	7880124.956125
20211014 173934	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	0.0955079885732755	0.161880435434962	6464	90	1	41	0.0298677737878007	93	8178749.9576
20211014 173952	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	55	TRUE	0.0278210384658538	0.583313235949841	4882	524	6	91	0.0310787156065803	94	7863124.9562875
20211014 174002	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	14	TRUE	0.0493689552925341	0.83759890520731	293	58	18	88	0.0320559668964801	95	7834999.9561625
20211014 174013	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	14	TRUE	0.0258886738349311	0.268122296441183	7594	1013	16	29	0.0328271456304178	96	7731374.9559375
20211014 174022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	0.0729782143395953	0.444200818946143	3707	977	16	18	0.0339764781298496	97	7889374.955125
20211014 174036	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	39	TRUE	0.0225343714118749	0.155101016068994	3917	606	4	93	0.03135064639714	98	7898124.957325
20211014 174049	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	29	TRUE	0.0518850448461436	0.651046558266482	7423	210	15	55	0.0311466983049638	99	7864374.9563125
20211014 174106	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	58	TRUE	0.0299546565946937	0.863844977255398	2988	109	10	88	0.0311084580371231	100	7860624.9563625
20211014 174117	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	36	TRUE	0.0833569142269157	0.169635804176913	795	108	3	98	0.0309894883128276	101	7925874.9567
20211014 174127	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0906827737586386	0.851930396078597	5786	633	7	58	0.0312146810024975	102	7883124.956525
20211014 174142	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	39	TRUE	0.0363636906261183	0.945010316832084	7248	898	6	51	0.0311509472231879	103	7868124.9564
20211014 174201	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	70	TRUE	0.0248307854238711	0.562368054576707	4676	188	16	93	0.0311424493863148	104	7851874.9563125
20211014 174219	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	62	TRUE	0.0289524858558923	0.828533526155958	4534	269	5	90	0.0314186290980728	105	7879374.9561625
20211014 174235	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	46	TRUE	0.0347626735735871	0.819866894708341	7880	786	10	82	0.0311551961422617	106	7884374.9563
20211014 174253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	80	TRUE	0.0759121809980273	0.729237096769665	5315	186	12	3	0.0315885858444564	107	7758124.956125
20211014 174305	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	23	TRUE	0.0706081665221229	0.880685144570121	5202	718	18	64	0.0313633931560611	108	7893874.95625
20211014 174316	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	21	TRUE	0.0339502407824434	0.268759777159174	5365	324	12	8	0.0292877963922168	109	7783874.9572375
20211014 174324	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	7	TRUE	0.0454356994739175	0.176608354896796	7098	347	16	0	0.0359522253014067	110	7904624.9542125
20211014 174341	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	101	TRUE	0.0751035310092196	0.250843850287865	6659	196	11	77	0.036852996059449	111	7807874.954125
20211014 174354	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	25	TRUE	0.0489739279795997	0.867677596215741	7506	892	0	65	0.0291029684275876	112	7858124.9574625
20211014 174402	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	7	TRUE	0.0990072058848292	0.541050283797784	4515	887	20	49	0.0318732633941496	113	7856499.95625
20211014 174413	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	20	TRUE	0.052073586672321	0.592324031699053	1359	616	19	61	0.0292984186879894	114	7906874.95655
20211014 174424	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	18	TRUE	0.0903321089736372	0.616878299414809	2183	809	6	100	0.0314738650409343	115	7896374.9564
20211014 174436	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	20	TRUE	0.0440563131827302	0.527920318032568	4917	704	9	98	0.0287290635881781	116	7859624.9577375
20211014 174452	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	37	TRUE	0.0247378128103353	0.859682168021216	4295	94	2	51	0.0311721918168576	117	7881874.9563125
20211014 174505	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	34	TRUE	0.0466690814573131	0.949432132357708	4908	660	13	57	0.0333603849240498	118	7850624.9553875
20211014 174514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	0.0830766510430351	0.363037518037111	7925	439	7	90	0.0325530903803212	119	7872374.9535625
20211014 174526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	18	TRUE	0.0394145904466324	0.830101679309923	7682	508	14	4	0.0311551961418368	120	7896874.956325
20211014 174540	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	36	TRUE	0.0463920497399755	0.72759110128684	7295	273	14	54	0.0333858784359436	121	7900874.955575
20211014 174551	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	0.0996932426620275	0.607692469577398	1493	819	2	65	0.0308025358931228	122	7850624.9556125
20211014 174608	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	97	TRUE	0.0407457955343835	0.212661462499085	629	577	20	76	0.0324766098369917	123	7746374.9576625
20211014 174618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.057337154447753	0.309596085372195	5839	674	17	66	0.0317542936666674	124	7710749.9573
20211014 174631	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	46	TRUE	0.0468716692254134	0.263626026378456	503	772	17	23	0.0331521879085508	125	7892999.9560375
20211014 174650	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	76	TRUE	0.0910504276816361	0.758613294284302	7644	687	7	73	0.0307812913003029	126	7898124.9564625
20211014 174659	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	0.0716130521399714	0.365054147548834	7633	981	0	16	0.0335303416683089	127	7918124.95565
20211014 174719	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	115	TRUE	0.0290616400730796	0.120843534028763	475	57	14	32	0.0371929095509415	128	7809374.95375
20211014 174728	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	17	TRUE	0.0682923683817312	0.361769548920752	1016	339	8	91	0.0297955421722554	129	7844374.956275
20211014 174740	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	35	TRUE	0.0302347455415316	0.137051150943083	1745	450	15	62	0.0298847694621842	130	7960124.9575125
20211014 174749	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	0.0937598460807279	0.763916688596015	4814	986	2	32	0.0328696348179697	131	7951499.9562375
20211014 174757	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	6	TRUE	0.0673681747387536	0.210120845697774	7998	768	20	50	0.0331776814174704	132	7740249.95775
20211014 174806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	14	TRUE	0.0549845015551895	0.278906069647451	1792	583	7	34	0.0320007309529813	133	7735624.956375
20211014 174818	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	12	TRUE	0.0315254424318858	0.516354706126521	1382	752	15	3	0.0308832653470283	134	7914499.9567625
20211014 174827	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0944687447848916	0.702003306235094	5288	26	17	63	0.0307345531938896	135	7857624.9564375
20211014 174840	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	17	TRUE	0.0355153818142787	0.583181584411068	663	294	3	95	0.0316438217860431	136	7855124.956525
20211014 174852	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	20	TRUE	0.0419919859719463	0.663556104853633	3765	781	13	0	0.0315418477393177	137	7819374.9563875
20211014 174901	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	9	TRUE	0.074430257228706	0.456635263384157	6872	595	18	21	0.0308025358933353	138	7894624.9558375
20211014 174914	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	0.0956570714719407	0.614195797610818	917	682	1	2	0.0282914249643602	139	7569374.955625
20211014 174926	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	28	TRUE	0.0752246697543189	0.894988114981959	821	942	18	88	0.0313081572127748	140	7793124.95655
20211014 174937	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	21	TRUE	0.0346842327353358	0.31324746596443	5587	328	15	48	0.0330077246715117	141	7750874.9563125
20211014 175007	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	211	TRUE	0.0634276320308447	0.295388273091661	1471	548	11	75	0.0341591816304804	142	7905624.95525
20211014 175015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	0.0878865781776235	0.412305903092562	2781	853	20	20	0.0336748049061978	143	7857249.9547125
20211014 175029	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	30	TRUE	0.0539465091045946	0.995782500081649	3301	223	3	84	0.0310425997982766	144	7859374.9576375
20211014 175049	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	113	TRUE	0.0559176373490691	0.271243223455269	4613	382	4	18	0.0334326165406573	145	7870874.9553125
20211014 175104	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.024591031620279	0.83473472544651	4605	619	12	37	0.0313124061322735	146	7859374.956275
20211014 175116	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	18	TRUE	0.0620686697597429	0.695780512997974	6495	698	5	32	0.0310702177684326	147	7919374.956525
20211014 175125	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	17	TRUE	0.0707793770710193	0.443224491985329	1625	1016	15	97	0.0336259423402476	148	7844374.9562625
