fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210907 203645	-0.583386671105516	1224	181	8	5	5467500
20210907 203737	-0.261682207732328	2902	1449	8	5	3773750
20210907 203840	-0.127614203963176	2408	1202	20	5	3937500
20210907 203926	-0.439336982673666	7999	1924	3	5	3608333.33333333
20210907 204113	-0.936911745454147	1299	50	20	5	3886250
20210907 204220	-0.790779810034541	2061	1028	18	5	4290000
20210907 204322	-0.0483390578993423	7504	743	20	5	2630000
20210907 204429	-0.178830320978051	2550	726	20	5	4870000
20210907 204557	-0.455871112273124	1657	582	20	5	5052500
20210907 204628	-0.0131691686336809	2012	886	3	5	3656250
20210907 204726	-0.430175638676377	1279	175	9	5	5417500
20210907 204822	-0.18343027794758	1364	268	9	5	5172500
20210907 204913	-0.439655648024835	1276	178	8	5	5481250
20210907 205037	-0.0713528571135747	1361	168	18	5	5368750
20210907 205152	-0.292047438682257	2594	359	17	5	4857500
20210907 205251	-0.301340398277455	1320	178	10	5	5343750
20210907 205350	-0.360772224933413	1694	175	10	5	5206250
20210907 205452	-0.278134596836825	1338	191	11	5	5367500
20210907 205528	-0.0507999828596392	3911	1198	3	5	3656250
20210907 205604	-0.315658708693524	3854	966	3	5	3656250
20210907 205716	-0.903977185052297	1334	381	18	5	5182500
20210907 205828	-0.220999784587826	2954	736	20	5	4837500
20210907 205921	-0.298170804141499	1342	191	8	5	5543750
20210907 210033	-0.573843593742723	1308	71	11	5	4622500
20210907 210108	-0.719302809164533	2240	1115	3	5	3656250
20210907 210203	-0.282706279558703	1320	191	8	5	5543750
20210907 210257	-0.283997496872337	1360	195	8	5	5511250
20210907 210439	-0.686321529785205	3228	196	19	5	4695000
20210907 210531	-0.275584404633768	1340	190	8	5	5543750
20210907 210622	-0.682173308902181	1775	887	6	5	4241250
20210907 210714	-0.278103674554848	1322	192	8	5	5511250
20210907 210830	-0.3537241735267	2097	179	8	5	5142500
20210907 210901	-0.507394053327561	4433	1411	3	5	3612500
20210907 211034	-0.0555503600063961	2436	174	13	5	4845000
20210907 211126	-0.898941980141265	1313	192	8	5	5511250
20210907 211239	-0.961706999392181	2967	1483	20	5	3263750
20210907 211332	-0.869438197658382	11	1	8	5	3538750
20210907 211425	-0.270049341121408	2052	625	8	5	5145000
20210907 211541	-0.412614456720331	1313	390	20	5	5186250
20210907 211645	-0.720937620446041	1307	178	11	5	5405000
20210907 211811	-0.281176183202741	1298	168	19	5	5368750
20210907 211926	-0.535663177441919	2008	383	20	5	5091250
20210907 212031	-0.687072146667996	2292	1144	20	5	4087500
20210907 212114	-0.782054065690558	7994	1102	6	5	2630000
20210907 212203	-0.491448242381048	7993	188	8	5	2630000
20210907 212235	-0.591661201741939	6311	1	3	5	2630000
20210907 212352	-0.975375638948012	1707	361	20	5	5127500
20210907 212452	-0.605907828463086	8000	1755	20	5	2630000
20210907 212552	-0.485411764000773	6317	1381	20	5	2630000
20210907 212701	-0.128040926498719	2866	592	20	5	4937500
20210907 212810	-0.775048979536386	1324	392	14	5	5186250
20210907 212928	-0.839922007827833	1312	185	17	5	5258750
20210907 213017	-0.870747795259159	2892	566	8	5	4957500
20210907 213046	-0.759463147005909	7988	1	3	5	2630000
20210907 213149	-0.910135829656644	2144	1064	13	5	4206250
20210907 213240	-0.264474258921207	1352	190	8	5	5543750
20210907 213325	-0.0636793405082188	2896	1444	3	5	3635000
20210907 213408	-0.48882646760763	8000	1611	6	5	2630000
20210907 213503	-0.305205942061807	1336	186	8	5	5497500
20210907 213604	-0.057784375094879	2208	1099	8	5	4271250
20210907 213658	-0.458390164864737	1942	586	8	5	5006250
20210907 213805	-0.81453085621014	1364	395	13	5	5215000
20210907 213905	-0.362714705112507	2629	1304	20	5	3898750
20210907 214004	-0.580144482340613	7976	809	20	5	2630000
20210907 214125	-0.17815514179273	1365	178	18	5	5340000
20210907 214235	-0.729830025124489	2899	628	18	5	4968750
20210907 214332	-0.812017953999743	4366	2000	12	5	2117500
20210907 214451	-0.354549231768459	2815	625	20	5	4968750
20210907 214550	-0.282651913441864	7997	762	16	5	2630000
20210907 214731	-0.227368520753837	2061	563	20	5	5092500
20210907 214830	-0.608599339551055	4414	2000	17	5	2117500
20210907 214904	-0.361390812548357	2018	1004	3	5	3656250
20210907 215037	-0.94128849466911	1326	167	19	5	5370000
20210907 215154	-0.684860622705943	1748	401	18	5	5222500
20210907 215258	-0.576318322054684	4044	1115	3	5	3656250
20210907 215444	-0.338368387493712	2957	484	17	5	5037500
20210907 215604	-0.628087371559664	1715	474	14	5	4978750
20210907 215706	-0.377048814560171	3622	190	3	5	3666250
20210907 215808	-0.503141288548634	1270	557	6	5	4162500
20210907 215859	-0.848493440762349	2768	1382	6	5	3695000
20210907 220005	-0.669411316978644	1983	730	13	5	4873750
20210907 220112	-0.577792389617478	1363	621	12	5	4685000
20210907 220243	-0.63847416268431	1337	167	18	5	5370000
20210907 220405	-0.545233942732774	1352	169	16	5	5368750
20210907 220521	-0.660042987150326	1986	586	20	5	5006250
20210907 220646	-0.9409887829868	1283	182	17	5	5300000
20210907 220758	-0.893785934451939	1333	403	16	5	5232500
20210907 220925	-0.768852927470984	1321	179	20	5	5301250
20210907 221032	-0.775871844943059	1320	191	8	5	5543750
20210907 221222	-0.811022468212152	1300	187	8	5	4676562.5
20210907 221345	-0.822415597889532	1330	195	14	5	5268750
20210907 221440	-0.819124621074542	2501	716	9	5	4865000
20210907 221509	-0.871107036374618	7978	232	3	5	2630000
20210907 221614	-0.405117750097591	2913	1019	20	5	3925000
20210907 221728	-0.452257226337706	1275	180	11	5	5366250
20210907 221843	-0.669609822708345	1349	175	15	5	5340000
20210907 222007	-0.591348242675561	1287	172	18	5	5403750
20210907 222123	-0.73184034105452	1329	393	20	5	5186250
20210907 222233	-0.897464696905738	2063	587	17	5	5092500
20210907 222400	-0.817127959667841	1332	171	20	5	5412500
20210907 222520	-0.299792473839596	1424	166	16	5	5330000
20210907 222635	-0.0888889154371545	1410	166	15	5	5330000
20210907 222722	-0.579620043788888	1857	608	6	5	4837500
20210907 222826	-0.443754184714029	1267	397	9	5	5233750
20210907 222932	-0.271129166971838	2628	1310	13	5	3906250
20210907 223040	-0.805008588024964	2806	650	16	5	4968750
20210907 223135	-0.632797233656939	1282	173	8	5	5235000
20210907 223232	-0.543791291828394	2874	423	9	5	5013750
20210907 223318	-0.688298316378936	1349	467	6	5	5305000
20210907 223429	-0.450569752356363	1734	770	17	5	4612500
20210907 223538	-0.817890649606549	2021	803	20	5	4335000
20210907 223633	-0.992731362132823	1241	195	8	5	5438750
20210907 223731	-0.928142743973199	1338	191	9	5	5381250
20210907 223831	-0.786928786997349	1279	198	9	5	5347500
20210907 223941	-0.791702912645733	1339	174	13	5	5401250
20210907 224048	-0.00988362375430235	1393	184	12	5	5063750
20210907 224156	-0.309959532616062	1900	357	13	5	5075000
20210907 224327	-0.188855812543203	1404	178	18	5	5100000
20210907 224446	-0.46063409404407	1271	165	15	5	5370000
20210907 224607	-0.384410077961044	1330	165	16	5	5370000
20210907 224722	-0.27115663719089	1694	389	17	5	5150000
20210907 224827	-0.640577462162003	2972	1185	15	5	3751250
20210907 224923	-0.341104834343456	1331	177	8	5	5481250
20210907 225042	-0.801501843494646	1316	178	15	5	5340000
20210907 225149	-0.959605548259397	1337	367	13	5	5168750
20210907 231312	-0.81956014152721	2675	396	11	5	5013750
20210907 231441	-0.231290549212282	1790	553	17	5	5013750
20210907 231537	-0.0372264077935863	2965	186	9	5	4900000
20210907 231629	-0.193535803884856	2883	601	8	5	4961250
20210907 231752	-0.764723873908921	1298	174	17	5	5401250
20210907 231825	-0.448075678901431	1651	815	3	5	3666250
20210907 231914	-0.792281695216455	2266	1126	7	5	4145000
20210907 231945	-0.282837721708776	4021	2000	3	5	2541250
20210907 232101	-0.161819704469771	1747	463	19	5	5013750
20210907 232135	-0.26496790063832	1355	185	3	5	3635000
20210907 232227	-0.789601796656228	2769	619	8	5	4917500
20210907 232321	-0.921627588869639	2147	551	8	5	4870000
20210907 232422	-0.489031082198654	2983	910	10	5	4248750
20210907 232529	-0.768902714479523	3037	1091	20	5	3883750
20210907 232633	-0.691918525205169	1357	420	11	5	5308750
20210907 232743	-0.969966776932789	2847	353	15	5	4992500
20210907 232841	-0.0383528945540114	7989	1573	11	5	2630000
20210907 232937	-0.54843955761668	7985	322	10	5	2630000
20210907 233055	-0.177647317755889	1514	190	15	5	5038750
20210907 233218	-0.301202050521129	1311	169	17	5	5368750
20210907 233344	-0.227750309825782	1333	177	18	5	5340000
20210907 233506	-0.941828677152144	1332	184	8	5	5550000
20210907 233600	-0.936274479187466	1320	194	8	5	5511250
20210907 233654	-0.940684286596758	1288	194	8	5	5511250
20210907 233752	-0.872327112347697	1307	184	9	5	5486250
20210907 233916	-0.550014778935887	1236	1	14	5	4073750
20210907 234033	-0.177672322747448	1534	385	20	5	5023750
20210907 234114	0.0670186741995076	4364	1172	3	5	0
20210907 234238	-0.105964495161527	1385	274	19	5	5043750
20210907 234340	-0.182500047020753	3638	1817	20	5	2262500
20210907 234442	-0.267525119745102	1301	379	10	5	5250000
20210907 234538	-0.268531681404292	1337	183	8	5	5550000
20210907 234634	-0.255839722539176	1353	185	8	5	5548750
20210907 234729	-0.263196268657176	1299	192	8	5	5511250
20210907 234841	-0.067696635434318	1837	380	14	5	5211250
20210907 234940	0.0607125818362802	7991	1	20	5	0
20210907 235042	-0.909353999769759	1337	185	8	5	5548750
20210907 235138	-0.911602384928077	1329	176	8	5	5481250
20210907 235244	-0.690115536839797	7655	1658	17	5	2630000
20210907 235352	-0.194489891132567	1329	380	10	5	5250000
20210907 235449	-0.53060161968185	7993	1999	15	5	2630000
20210907 235604	-0.227118062178629	1414	386	15	5	5108750
20210907 235711	-0.544601658067407	1287	171	11	5	5412500
20210907 235744	-0.185632016975196	7572	1515	3	5	2630000
20210907 235913	-0.0314271323220597	1370	152	19	5	4806250
20210908 000015	-0.129070696400311	1337	384	10	5	5251250
20210908 000124	-0.435566915804058	6877	1997	20	5	2630000
20210908 000244	-0.423648375296763	1295	171	16	5	5412500
20210908 000420	-0.245713498029935	1309	194	8	5	7210416.66666667
20210908 000516	-0.244861084227321	7920	2	3	5	2084375
20210908 000559	0.060724031761449	7349	2000	20	5	0
20210908 000701	-0.340450629182184	7989	1774	20	5	2630000
20210908 000737	0.0412047323323689	4000	2000	3	5	0
20210908 000813	0.0998527698484787	2479	1237	20	5	0
20210908 000848	-0.425080931637116	7999	1022	3	5	2630000
20210908 000924	-0.538709910853317	3111	1555	3	5	3267500
20210908 000958	-0.758557175038355	7795	1835	3	5	2630000
20210908 001103	-0.935123463738068	4001	1997	14	5	2117500
20210908 001211	-0.358456622777659	3493	1745	16	5	2611250
20210908 001309	-0.245675475962727	902	18	8	5	4128750
20210908 001410	-0.635808218536116	7999	2000	20	5	2630000
20210908 001512	-0.840935003248802	6310	1998	20	5	2630000
20210908 001550	-0.840968983821935	7986	1070	3	5	2630000
20210908 001628	0.085808116063468	3358	1674	11	5	0
20210908 001718	-0.103300362211923	6928	1999	7	5	2630000
20210908 001754	-0.275060704256852	5009	1524	3	5	2630000
20210908 001833	-0.54477916602391	4064	1296	4	5	2510000
20210908 001939	-0.149797236346607	3596	1793	13	5	2262500
20210908 002039	-0.412325944879017	7997	1630	20	5	2630000
20210908 002136	-0.591965906998691	7996	1999	10	5	2630000
20210908 002244	-0.850462600395719	3087	1543	20	5	3086250
20210908 002336	-0.619036179168077	7999	2000	3	5	2314062.5
20210908 002414	-0.699255720409411	7937	2000	3	5	2630000
20210908 002523	-0.435387472003209	7940	634	20	5	2630000
20210908 002642	-0.214273223924314	7982	3	16	5	2375000
20210908 002716	0.0664237302306828	6978	1	3	5	0
20210908 002753	0.0589853701662748	7998	1805	3	5	0
20210908 002826	-0.925368843968286	4716	1999	3	5	2725000
20210908 002900	0.0997538981605605	566	283	7	5	0
20210908 002932	-0.42173273482815	7634	3	3	5	2630000
20210908 003006	-0.0425009666627747	7479	1	3	5	2630000
20210908 003109	-0.185522568009371	2748	1367	16	5	3688750
20210908 003152	-0.421061481756316	4355	2000	6	5	2117500
20210908 003224	-0.64951348177342	3476	1729	3	5	2518750
20210908 003325	-0.493009990956818	4001	1996	20	5	2117500
20210908 003423	-0.671263221108754	7987	1885	20	5	2630000
20210908 003523	-0.885700907647769	7996	1727	18	5	2630000
20210908 003645	-0.29802296250888	7983	168	20	5	2630000
20210908 003747	-0.199377347453135	7635	1998	20	5	2630000
20210908 003824	0.0711750880765049	1022	415	20	5	0
20210908 003858	-0.225085157167599	7672	1343	3	5	2630000
20210908 004006	-0.509585908102618	2993	1489	20	5	3246250
20210908 004106	-0.365021133981399	7790	2000	20	5	2630000
20210908 004223	-0.656282375154103	8000	278	14	5	2084375
20210908 004329	-0.0886091070837494	4000	2000	20	5	2117500
20210908 004403	-0.840462409680952	4798	1861	3	5	2630000
20210908 004437	0.0999752796458382	5735	463	7	5	0
20210908 004539	-0.777674607949105	7994	1532	20	5	2630000
20210908 004643	-0.633161751292043	8000	1115	20	5	2630000
20210908 004716	-0.935063677764565	7879	1	3	5	2630000
20210908 004812	-0.835240239517899	7961	403	6	5	2630000
20210908 004855	-0.274043446093961	7991	1852	5	5	2630000
20210908 004948	-0.799986775786028	6408	1691	8	5	2630000
20210908 005124	-0.896397029855068	7998	1	20	5	2320000
20210908 005227	-0.247619484443497	781	182	9	5	5768750
20210908 005343	-0.00768404721294849	12	1	8	5	3535000
20210908 005445	-0.179110103237381	8000	1079	18	5	2630000
20210908 005542	-0.542927573482078	4039	2000	10	5	2117500
20210908 005631	-0.244541436355106	3049	280	7	5	4708750
20210908 005704	-0.0675904395315128	8000	995	3	5	2630000
20210908 005736	-0.17440594634989	7978	600	3	5	2630000
20210908 005837	-0.832785796973628	7995	1548	11	5	2630000
20210908 005921	-0.207624152577805	2707	1343	5	5	3359375
20210908 010002	0.0781821275405085	7632	256	14	5	0
20210908 010056	-0.478921552861897	3098	1544	8	5	3086250
20210908 010132	-0.583198753708279	4121	1999	3	5	3460416.66666667
20210908 010224	-0.33340618747908	3992	1996	7	5	2117500
20210908 010843	0.0784846199015005	7980	2000	10	5	0
20210908 011009	-0.887476094118294	7999	972	15	5	2630000
20210908 011105	-0.386150411750604	7582	2000	11	5	2630000
20210908 011210	-0.806054054589258	2769	1371	14	5	3695000
20210908 011241	-0.530364499210869	5532	2000	3	5	2630000
20210908 011350	-0.244422876194396	1250	193	7	5	4257812.5
20210908 011431	-0.185790777329142	1307	190	3	5	3379687.5
20210908 011527	-0.244954870417449	2987	200	8	5	4882500
20210908 011613	-0.780450957720742	1197	1	3	5	2275000
20210908 011651	-0.646492418989191	19	1	3	5	2598750
20210908 011734	-0.209440819423068	7998	769	6	5	2630000
20210908 011834	-0.0405850851323476	7995	348	11	5	2630000
20210908 011927	-0.244408712860614	1447	295	8	5	4767500
20210908 012116	-0.247726957945063	18	5	20	5	832500
20210908 012246	-0.00399263253615354	348	172	20	5	2372500
20210908 012324	-0.112165261527777	5154	168	3	5	3608333.33333333
20210908 012402	-0.218314473239506	5660	20	3	5	2630000
20210908 012433	-0.463970256075686	5125	132	3	5	2630000
20210908 012538	-0.901852095166082	4440	365	13	5	3076250
20210908 012639	-0.595445448197363	5989	2000	13	5	2084375
20210908 012747	-0.745525983943598	4950	450	11	5	1587500
20210908 012858	-0.389173409083512	4653	364	16	5	2623750
20210908 013004	-0.273713051980069	5133	572	20	5	1587500
20210908 014617	-0.640694292204326	3958	302	20	5	2717187.5
20210908 014729	-0.203083305543752	4418	145	6	5	2742500
20210908 014830	-0.49317307977843	5059	1939	14	5	2158750
20210908 014954	-0.00979541835331998	6446	130	20	5	2531250
20210908 015026	-0.085178159364166	6	3	3	5	2598750
20210908 015109	-0.819519269497906	4442	286	3	5	3379687.5
20210908 015145	-0.408474702675192	5900	1998	3	5	2630000
20210908 015306	-0.87544806543855	497	209	16	5	2330000
20210908 015352	-0.227206913422358	5571	1997	6	5	2933333.33333333
20210908 015528	-0.699979224768202	6429	6	20	5	2175000
20210908 015704	-0.450638276113568	5451	6	20	5	1500000
20210908 015820	-0.0294835627473186	5354	202	16	5	1551250
20210908 015852	-0.308468312369648	6422	26	3	5	2630000
20210908 015936	-0.132966342716238	5906	154	6	5	1551250
20210908 020042	-0.907990368864273	6366	637	18	5	2516250
20210908 020140	-0.177336139812857	6196	1998	20	5	2630000
20210908 020213	-0.674223513913914	4940	1999	3	5	2630000
20210908 020245	0.0998049266182107	4764	1959	20	5	0
20210908 020410	-0.841853254138978	4116	192	20	5	3537500
20210908 020512	-0.247310952321994	1297	139	10	5	4766250
20210908 020600	-0.322546020924984	7947	395	7	5	2630000
20210908 020651	-0.300865796853788	3482	662	6	5	4231250
20210908 020725	0.0995278962900651	4042	1997	7	5	0
20210908 020821	-0.129031097945719	7991	1388	9	5	2630000
20210908 020912	-0.218659501718369	3245	975	7	5	3566250
20210908 020947	0.0991722226743576	238	1	5	5	0
20210908 021158	-0.184370475846948	2594	1292	12	5	3029687.5
20210908 021250	-0.393738728256099	7866	369	6	5	2630000
20210908 021759	-0.670137984248205	7999	1538	9	5	2314062.5
20210908 021920	-0.0737850374591564	2422	1207	15	5	3937500
20210908 022018	-0.869088763183477	7993	183	10	5	2630000
20210908 022126	-0.5455293801174	2137	1018	13	5	4152500
20210908 022209	-0.0983673307178856	1619	801	5	5	3035000
20210908 022257	-0.297738672564194	3103	1548	6	5	3086250
20210908 022348	-0.455814776274054	7998	1999	8	5	2630000
20210908 022504	-0.758636230554377	2522	1259	11	5	2871875
20210908 022603	-0.0773630849017186	7519	495	9	5	2630000
20210908 023049	0.0996261028191923	2926	1460	16	5	0
20210908 023204	-0.834400469720891	7996	1998	16	5	2630000
20210908 023253	-0.904474874626568	7996	1	7	5	2592500
20210908 023353	-0.714507283333631	3253	1621	10	5	3e+06
20210908 024431	-0.936828196071447	7202	2000	8	5	2314062.5
20210908 024600	-0.539100456209858	7995	1391	11	5	2630000
20210908 024702	-0.28150084506698	4005	1999	13	5	2117500
20210908 024802	-0.155012893075078	7958	1463	13	5	2630000
20210908 024903	-0.999841091385614	7995	2000	12	5	2630000
20210908 025007	-0.690631360398987	4048	1998	14	5	2117500
20210908 025116	-0.446757613366336	8000	1	12	5	2467500
20210908 025217	-0.424644467222401	7969	2000	16	5	2084375
20210908 025321	-0.00468812841117237	7990	2000	16	5	2630000
20210908 025416	-0.203020586994682	6886	1685	9	5	2630000
20210908 025506	-0.0109075178025808	7777	1	7	5	2640000
20210908 025543	0.0999045731020439	1781	1	13	5	0
20210908 025619	0.0959173251528717	4050	1998	14	5	0
20210908 025735	-0.999906570919888	7990	162	16	5	2630000
20210908 025836	-0.72867500714239	7999	1665	12	5	2630000
20210908 025918	-0.589158229675176	7843	1999	5	5	2630000
20210908 030008	-0.7127855450099	7987	7	7	5	3608333.33333333
20210908 030130	-0.465190959868709	7997	845	11	5	2757812.5
20210908 030220	-0.358359676629817	7996	1362	7	5	2630000
20210908 035650	-0.738499449991775	7978	163	16	5	2314062.5
20210908 035820	-0.804770189823161	8000	1223	13	5	2630000
20210908 035913	-0.279002437860766	6948	1769	12	5	3608333.33333333
20210908 040005	-0.182493226514407	7996	391	7	5	3608333.33333333
20210908 040113	-0.368034579056978	6470	1645	13	5	2630000
20210908 040210	-0.718700829490674	7976	778	9	5	2630000
20210908 040307	-0.839828810205062	3584	1792	9	5	2262500
20210908 040411	-0.613199917390371	3396	1697	11	5	3051250
20210908 040447	-0.999931578695358	2931	1	3	5	2598750
20210908 040646	-0.3894889096586	2804	809	14	5	4476250
20210908 040722	-0.903724871891356	2866	983	3	5	3656250
20210908 040824	-0.59381763304494	2765	1371	9	5	3695000
20210908 040929	-0.900056290859368	6410	1629	15	5	2630000
20210908 041032	-0.212982695748343	7998	1162	13	5	2630000
20210908 041109	0.0998194635798772	7997	1739	6	5	0
20210908 041201	-0.763342293345427	3958	1971	6	5	1950000
20210908 041253	-0.372168031093021	2807	866	6	5	4240000
20210908 041356	-0.613078053979927	7999	1432	14	5	2630000
20210908 041454	-0.0518025494160235	4175	1999	9	5	2117500
20210908 041539	-0.538178008706539	25	1	4	5	4650000
20210908 041617	-0.244984764624168	3812	192	3	5	3666250
20210908 041700	-0.454422807858607	1282	188	4	5	3007500
20210908 041744	-0.134317196316487	2440	1217	4	5	2506250
20210908 041910	-0.513285054208976	7994	2	15	5	2410000
20210908 041959	-0.695244490661546	11	3	5	5	3751250
20210908 042108	-0.480828808331468	7979	1020	16	5	2630000
20210908 042209	-0.29542082465574	2671	1333	9	5	3916250
20210908 042304	-0.999987220421975	7993	1589	5	5	2314062.5
20210908 042417	-0.125835954924491	3036	1510	14	5	3631250
20210908 042521	-0.272366718027725	3597	1798	10	5	2262500
20210908 042625	-0.999789227980905	7833	1365	11	5	2630000
20210908 042739	-0.00633407857544202	7996	323	19	5	2630000
20210908 042818	0.0998962238008544	7933	1086	17	5	0
20210908 042912	-0.0176487615945271	7436	2000	7	5	2630000
20210908 043403	-0.0147763005708179	6658	1307	10	5	2314062.5
20210908 043518	-0.409307877899893	7051	344	10	5	2630000
20210908 043611	-0.499330938051318	8000	746	7	5	2630000
20210908 043720	-0.0723490784933388	7998	1074	16	5	2630000
20210908 043824	-0.12749149489471	6762	2000	11	5	2630000
20210908 043929	-0.647570625876838	7844	2000	16	5	2630000
20210908 044013	-0.647173913819057	1332	654	4	5	2798750
20210908 044051	-0.795386885029459	3011	915	3	5	3656250
20210908 044157	-0.295868968880035	7986	1948	17	5	2630000
20210908 044302	-0.274545452158484	6825	1564	15	5	2630000
20210908 044423	-0.361562641426973	7995	1	15	5	2076562.5
20210908 044524	-0.649908325202752	7991	327	8	5	2630000
20210908 044612	-0.453280209641337	7902	1	5	5	2620000
20210908 044718	-0.0256368943073589	7967	1	10	5	2501250
20210908 044835	-0.18001479508589	1811	312	6	5	4943750
20210908 044916	0.0993336081431916	3476	1	7	5	0
20210908 045012	-0.233234582244237	6463	622	7	5	2516250
20210908 045110	-0.99957913631069	2540	1255	8	5	3852500
20210908 045224	-0.00925306596593502	6860	172	12	5	2630000
20210908 045401	-0.864096500562114	1278	489	15	5	4900000
20210908 045440	0.0995932689157874	2379	1184	6	5	0
20210908 045542	-0.902636982957214	3011	1494	9	5	3250000
20210908 045626	-0.901218201866878	7121	2000	4	5	2630000
20210908 045712	0.0999257602576944	7973	1990	12	5	0
20210908 045820	-0.0399555735178666	7983	1703	15	5	2630000
20210908 045931	-0.376471766317032	2194	1088	12	5	4208750
20210908 050111	-0.0595120777122028	1467	731	17	5	4970000
20210908 050258	-0.950964907540481	1210	244	11	5	4071875
20210908 050406	-0.89866726611876	7980	820	12	5	2630000
20210908 050444	0.0999720200177736	3406	380	11	5	0
20210908 050523	-0.924529591927791	346	173	3	5	3635000
20210908 050630	-0.550559152873449	6287	1775	16	5	2630000
20210908 050720	-0.242735210379993	2726	194	5	5	3434375
20210908 050817	-0.180340653473046	3767	375	7	5	3163750
20210908 051451	-0.509021733959254	5754	133	11	5	898437.5
20210908 051747	0.0993723446155417	24	10	12	5	0
20210908 051926	-0.546247097749009	179	85	17	5	945000
20210908 052037	-0.999964898335722	5647	428	16	5	1536250
20210908 052145	-0.244787049282287	382	186	8	5	5050000
20210908 052306	-0.367450071865569	606	200	14	5	2588750
20210908 052548	-0.248875034949418	1420	444	5	5	2690625
20210908 052735	-0.308031912087374	74	27	17	5	-1356250
20210908 052839	-0.538122141312474	1602	42	9	5	4167500
20210908 052928	-0.671346625783367	6108	165	6	5	2531250
20210908 053031	-0.753863859829527	1464	17	8	5	4210000
20210908 053106	-0.950762396952519	4504	1	3	5	2630000
20210908 053216	-0.827574483641261	6005	157	13	5	1976250
20210908 053319	-0.623135109724684	5445	2000	20	5	2225000
20210908 053419	-0.0891895096252286	4828	398	10	5	1587500
20210908 053523	-0.781331783585115	5265	1992	17	5	2225000
20210908 053617	-0.88374133643233	4280	193	7	5	3439062.5
20210908 053826	-0.311691575838229	5873	17	16	5	835937.5
20210908 053936	-0.514643223915883	4323	108	7	5	3468750
20210908 054027	-0.393689629871009	4755	142	7	5	2463750
20210908 054701	-0.538224308919256	3519	298	16	5	5006250
20210908 054851	-0.417979958606798	4048	213	20	5	3473750
20210908 054955	-0.593880189844633	3664	189	10	5	3872500
20210908 055046	-0.133332563672705	5301	1998	3	5	2314062.5
20210908 055140	-0.928481044398889	6107	3	6	5	3493750
20210908 055258	-0.216248059199389	4533	372	16	5	2878750
20210908 055619	0.0997009687152337	5692	68	20	5	0
20210908 055724	-0.715407149434326	5607	1929	7	5	2155000
20210908 055814	-0.739100475096413	6765	79	6	5	2541250
20210908 055916	-0.20451842823709	5063	2000	11	5	2228750
20210908 060023	-0.622773170633818	6599	163	12	5	2531250
20210908 060143	-0.599003346876991	6077	243	20	5	2171875
20210908 060253	-0.412641577092424	4204	444	12	5	3297500
20210908 060423	-0.848872926681629	6160	8	3	5	2757812.5
20210908 060613	-0.851528226521375	6811	1065	11	5	2630000
20210908 060800	-0.778600897412149	4871	1	19	5	1572500
20210908 060917	-0.0612617591291752	4097	520	16	5	3297500
20210908 061022	-0.959265637081481	5237	1732	12	5	2588750
20210908 061058	-0.612845789309969	4273	90	3	5	4700000
20210908 061142	-0.576612366798613	3010	293	3	5	3139062.5
20210908 061248	-0.00547728888544981	5830	1795	13	5	2371250
20210908 062236	-0.219868440674686	6014	24	20	5	1437500
20210908 062454	-0.798483777718695	7	2	20	5	2195312.5
20210908 062602	-0.671841127861235	6241	2000	18	5	2630000
20210908 063320	-0.999977652647712	5128	1992	20	5	1812500
20210908 063447	-0.688817450912958	4977	811	20	5	1661250
20210908 063623	-0.532364546441553	4422	72	20	5	2318750
20210908 063727	-0.31946385716629	4860	1962	17	5	2158750
20210908 063815	-0.719209757638799	4286	165	6	5	3063750
20210908 064008	-0.232351359972312	7323	46	11	5	2031250
20210908 064113	-0.217262381810966	6213	1997	13	5	2630000
20210908 064216	-0.872021277113811	4881	1996	16	5	2228750
20210908 064322	-0.959324554757242	6150	9	11	5	2416250
20210908 064412	-0.964618251984386	6825	378	6	5	2630000
20210908 064457	-0.0738157429766634	4377	79	3	5	3128125
20210908 064609	-0.442848244365344	5656	1968	10	5	2251562.5
20210908 064700	-0.999081599085635	23	10	6	5	4165000
20210908 064750	-0.775513878916909	265	131	6	5	3634375
20210908 064833	0.0296754263562254	5142	2000	17	5	0
20210908 064939	-0.114547565187198	5807	1995	16	5	2225000
20210908 065044	-0.232572286703544	4544	2000	19	5	2117500
20210908 065134	-0.526310859899613	5700	2000	20	5	2933333.33333333
20210908 065228	-0.53116113918082	6682	4	7	5	2510000
20210908 065359	-0.46330544201074	904	191	19	5	3845000
20210908 065502	-0.42039269906887	447	192	8	5	3540000
20210908 065608	-0.240072304312523	1719	854	10	5	4168750
20210908 065716	-0.204818955313059	7855	636	11	5	2630000
20210908 065758	0.0993837129785731	7989	504	4	5	0
20210908 065856	-0.0713947055316544	7998	1847	8	5	2757812.5
20210908 070009	-0.764147628486763	8000	5	11	5	2468750
20210908 070131	-0.959039422491471	2391	1180	15	5	3200000
20210908 070241	-0.127851670100535	7984	182	11	5	2630000
20210908 070353	-0.00536734359471309	7992	779	15	5	2630000
20210908 071530	-0.101996047522423	2663	1331	17	5	3051562.5
20210908 071652	-0.448795108012402	3055	384	7	5	4760000
20210908 071741	-0.101740732362589	7939	276	4	5	2630000
20210908 071830	-0.999965654445317	3439	1152	3	5	3656250
20210908 071917	-0.281099457521397	4477	774	3	5	3666250
20210908 072009	-0.999796001824346	7984	1091	8	5	2630000
20210908 072118	-0.678435849898647	6902	2000	11	5	2314062.5
20210908 072226	-0.9529948266413	7494	1623	19	5	2630000
