fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	prob_corte	ganancia
20211009 173048	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	86	TRUE	0.09902790483844	0.521770719283571	6574	360	0.0698447175382171	0.0529024336282358	7290000
20211009 173559	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	32	TRUE	0.0161817615444306	0.436873490083963	1086	277	0.694167957059108	0.0213195161397744	6575000
20211009 174401	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	328	TRUE	0.015527540427687	0.997870143742869	3141	706	0.948731194890155	0.0426753141855173	7628750
20211009 174726	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	198	TRUE	0.0751913215496083	0.938281972297548	5219	462	0.566218634447697	0.0460730982478679	7548750
20211009 180450	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	841	TRUE	0.0117956093518265	0.722912180186887	3550	170	0.998897069286592	0.0480077658765637	8066250
20211009 180751	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	123	TRUE	0.0438521850452344	0.321348241115192	4725	719	0.998920555717685	0.0488351418292898	7512500
20211009 181311	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	195	TRUE	0.0249577815658141	0.824880105041518	2192	623	0.999780107889723	0.0476326305859427	7731250
20211009 181805	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	238	TRUE	0.0236368848285723	0.748342870040367	7785	1024	0.968078536004025	0.0485966776269834	7115000
20211009 182252	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	270	TRUE	0.0457991036631253	0.833373241541289	4269	165	0.9982543172422	0.047582422922574	7846250
20211009 182652	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	193	TRUE	0.0753751947864285	0.846940640995837	1897	854	0.999091300262077	0.0430152146965479	7500000
20211009 184538	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	778	TRUE	0.0101969854655842	0.68330988172706	2048	230	0.950908308868458	0.0443242236809215	8158750
20211009 190446	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1131	TRUE	0.0100414885207226	0.625526584536026	3904	712	0.0346305892326581	0.0460538242356402	8060000
20211009 192410	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1338	TRUE	0.0102306481119699	0.838345733667328	6142	635	0.235249230513959	0.0481779273273513	7668750
20211009 194907	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1277	TRUE	0.0101494373361712	0.665770513845557	3341	274	0.984972594667178	0.0456628962447342	8301250
20211009 200351	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	743	TRUE	0.010001709909393	0.397493126378811	3330	326	0.0533895379303844	0.0435616647881439	8120000
20211009 201026	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	312	TRUE	0.0350910433561328	0.503948854085097	3509	751	0.000738684389608114	0.0386391119644853	7727500
20211009 203539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1413	TRUE	0.0102442714768779	0.579537337623129	4766	509	0.673959545635785	0.0447547472248527	7960000
20211009 204755	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	751	TRUE	0.0100986402466256	0.377436490357082	103	19	0.825846179162778	0.0372406022626133	7356250
20211009 210219	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	748	TRUE	0.0100354548041847	0.678287783130021	3224	259	0.462732703854839	0.0456759846631753	8016250
20211009 211215	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	597	TRUE	0.0182025164464151	0.356081540481706	2937	296	0.987026300976641	0.0455155345098591	7991250
20211009 211344	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	57	TRUE	0.0831841597703356	0.200897867970333	3173	821	0.000830453172028298	0.0436365995572833	7766250
20211009 212459	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	614	TRUE	0.010077897306147	0.257120795031781	1901	1021	0.162760044837502	0.0420815890647828	7945000
20211009 213726	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	311	TRUE	0.0100666878983628	0.644824256640212	520	240	0.0927010670933517	0.0442048822992404	7750000
20211009 214010	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	136	TRUE	0.0971983646722369	0.655043221951008	3162	386	0.968750807221149	0.0457374880056206	7697500
20211009 214425	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	221	TRUE	0.0436742686728705	0.702605250345723	4683	859	4.47082201736925e-05	0.0459841071084789	7707500
20211009 215629	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	920	TRUE	0.0101305898016467	0.200634909262766	3601	678	0.198252444238546	0.0451360059959617	7791250
20211009 215919	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	161	TRUE	0.0656815698150418	0.255207851835703	1643	285	0.947328405570227	0.0416103162304498	8006250
20211009 220243	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	116	TRUE	0.0611305264328502	0.530566978887519	2688	508	0.999457189187138	0.0451690617108874	7593750
20211009 222142	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1221	TRUE	0.0102154047220803	0.820722418409854	3853	286	0.994429249952166	0.0436507611689679	7927500
20211009 223106	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	643	TRUE	0.012530152179648	0.221359380754462	3656	68	0.00403297259615355	0.0419617947594286	7817500
20211009 223248	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	55	TRUE	0.0934745588993969	0.999316200634628	5257	448	0.993932739996922	0.0500303815461988	7317500
20211009 224520	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	619	TRUE	0.0117696280589714	0.357658349106502	1760	683	0.0259860394102399	0.0416153268627861	7900000
20211009 230322	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1728	TRUE	0.0101737311351459	0.204165573964749	6841	1024	0.0557282456837201	0.0363681208180542	7458750
20211009 230907	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	299	TRUE	0.0184496925524349	0.218016747041841	1310	959	0.831383006845836	0.0403456258033282	7558750
20211009 231458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	180	TRUE	0.0302459450738784	0.998506493669513	756	1017	0.0167514936493494	0.0355407063802864	7561250
20211009 232348	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	564	TRUE	0.0138176024337515	0.261284585144535	1442	39	0.800192265144648	0.043100629033198	7701250
20211009 232707	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	294	TRUE	0.0801345762107984	0.253249845539373	1479	16	0.703269338887171	0.0414257377457171	7448750
20211009 234447	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	870	TRUE	0.010108460383615	0.504423959653603	5431	256	0.00224799115560566	0.0449647105481246	7596250
20211010 000411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1284	TRUE	0.0101353716135567	0.818750666986264	4644	675	0.831035074935379	0.0468325105321662	7636250
20211010 001853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1041	TRUE	0.0117670764123071	0.29355344318455	3396	334	0.896001865684311	0.0416744306586359	8016250
20211010 002908	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	610	TRUE	0.0179532540292989	0.654178922030015	3605	87	0.99971245933975	0.0434030929182987	8012500
20211010 004425	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	972	TRUE	0.0182056831097632	0.607887635388555	3353	419	0.201732247527194	0.0426274756323607	8160000
20211010 010543	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1089	TRUE	0.0106113890132845	0.526626315316136	3397	866	0.207714553874232	0.0430794030311699	8271250
20211010 011714	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	606	TRUE	0.018975941887041	0.468095291344903	3515	758	0.206934104996952	0.0431952071677614	7925000
20211010 013149	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	560	TRUE	0.010128053824468	0.583805984458336	2910	371	0.996918962674545	0.0456025690838673	7755000
20211010 015004	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1268	TRUE	0.0131776847791623	0.676179181122628	4598	342	0.992724064824788	0.0441124359114177	7978750
20211010 020443	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	707	TRUE	0.0160957137929441	0.579742242862505	3124	1020	0.232188411503402	0.0428146275859065	7772500
20211010 021556	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	799	TRUE	0.0173217223642825	0.263741620430569	1897	355	0.0489150831658579	0.0423546855258958	7836250
20211010 023122	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	606	TRUE	0.0100010383550954	0.607077685515268	1385	870	0.112736656851658	0.0475141305104713	7646250
20211010 025612	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1384	TRUE	0.0102470543355653	0.536042885234253	5139	860	0.0824003156187137	0.0444886568761256	7980000
20211010 032011	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1217	TRUE	0.0101703728558192	0.539020747896658	3305	683	0.456676399688445	0.0429461411132807	8017500
20211010 032239	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	127	TRUE	0.0832834564795654	0.813414703098079	5826	598	0.967194449926983	0.0522999668035855	7410000
20211010 032600	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	178	TRUE	0.0573465121339102	0.33744583768069	3765	388	0.35577995723215	0.0435553796575469	8111250
20211010 034221	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1024	TRUE	0.0100625661786881	0.338529061072731	3557	907	0.089290401012607	0.0436842324472895	8020000
20211010 035043	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	272	TRUE	0.0194294312093403	0.917185191107576	87	166	0.999281104869444	0.043187287250029	6026250
20211010 035326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	112	TRUE	0.0786677114547388	0.797285176053887	2499	313	0.847196761329564	0.0457452415077808	7461250
20211010 035551	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	77	TRUE	0.0627828645655594	0.909270861950864	2703	656	0.993981126202512	0.0490785070708645	7462500
20211010 035922	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	234	TRUE	0.0599594687488848	0.269925446105926	3265	642	0.571832582799331	0.0424020157361351	7931250
20211010 040231	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	153	TRUE	0.0697333214623062	0.369457253249659	2497	374	0.975807808956533	0.0428860006496024	7932500
20211010 041402	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	691	TRUE	0.0127202775547448	0.335943363175689	4556	280	0.168976184369731	0.044252109257241	7755000
20211010 041854	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	244	TRUE	0.03827111251477	0.611954897083046	4086	533	0.218482223029739	0.0448724028566083	7741250
20211010 042215	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	164	TRUE	0.0821724758290884	0.431142547024617	3667	879	0.252141563171446	0.0446782574327801	7657500
20211010 042611	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	229	TRUE	0.0448707185453133	0.304239491931277	3147	266	0.872600669727777	0.0430930919925715	7852500
20211010 044456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1095	TRUE	0.0101201572591233	0.62146924655901	3730	514	0.0284409257865708	0.0417320729710844	7975000
20211010 044927	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	247	TRUE	0.0546382650313739	0.397542927004092	3179	440	0.129809387676637	0.0425292429840902	7806250
20211010 050951	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	983	TRUE	0.010067974167936	0.507830227339361	2844	909	0.0152353214225348	0.0442691998892793	7815000
20211010 051255	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	245	TRUE	0.0665453310813251	0.200403652113296	4576	397	0.292532837585648	0.0426832148029368	8196250
20211010 051631	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	259	TRUE	0.0645274211693504	0.289331657411923	6741	521	0.327284701118784	0.0433598051339842	7517500
20211010 051902	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	160	TRUE	0.0635734068053662	0.200481033650105	2762	326	0.330717819895484	0.0423230776867592	7663750
20211010 053147	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	602	TRUE	0.0107658913055309	0.676198882396609	2735	230	0.990228294757759	0.0478620758683419	7825000
20211010 054514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	655	TRUE	0.0112437078034199	0.455600790768757	6094	85	0.995388971586818	0.0462920309337794	7595000
20211010 055822	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	729	TRUE	0.0157633838458833	0.477551916056183	5714	399	0.391725695016093	0.0429670412040046	7723750
20211010 060345	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	298	TRUE	0.0350763538886078	0.842276150338727	3865	766	0.792859458147445	0.0457096651563718	7582500
20211010 062514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1078	TRUE	0.0100023379452883	0.524303344511695	3282	301	0.210257951000696	0.0416627805695784	8106250
20211010 062804	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	207	TRUE	0.0686555502082182	0.217593007547151	4406	405	0.895346774005624	0.0410780949450869	7633750
20211010 063100	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	209	TRUE	0.0531117770895715	0.200587612310737	4616	815	0.231077822378856	0.0430680945645624	7643750
20211010 063349	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	194	TRUE	0.0754612405935254	0.248094745568025	4492	389	0.147188797138757	0.0433879251497592	7773750
20211010 064232	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	431	TRUE	0.0219850630283262	0.608702940715881	2152	276	0.990572692031188	0.0442963735456381	8052500
20211010 065514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	880	TRUE	0.014686025946449	0.293441688926614	2700	871	0.25726225024664	0.0415756306131807	8170000
20211010 071303	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1215	TRUE	0.0163153883326218	0.606418031400892	5122	596	0.760524258662475	0.0429129210492741	7883750
20211010 073641	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1409	TRUE	0.0136297446938303	0.520926221017767	4105	891	0.76730346573261	0.041718243142659	7828750
20211010 074622	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	594	TRUE	0.0207786345989374	0.748152682335221	3822	303	0.790438078807696	0.0455968370410225	7842500
20211010 075051	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	146	TRUE	0.0393994774997917	0.821018570633483	1029	404	0.389631580741538	0.0426114400699703	7763750
20211010 080805	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	889	TRUE	0.0100594350052798	0.774863600065035	2456	464	0.272107952962309	0.0436564535843607	7757500
20211010 081230	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	215	TRUE	0.0734709115544868	0.512233837142712	4011	708	0.0648095206641547	0.0429406888941994	7828750
20211010 081849	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	142	TRUE	0.0176200907626973	0.377604921352395	373	860	0.277579577687635	0.0429347496358695	7471250
20211010 082642	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	517	TRUE	0.0276458128232123	0.337404761560663	3455	644	0.840540924643208	0.0417781732868648	8025000
20211010 083706	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	936	TRUE	0.0141864797038067	0.200050751246437	7632	217	0.458022057910909	0.0426029460309205	7425000
20211010 083916	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	145	TRUE	0.0753436864619572	0.200195678456681	5224	424	0.134610127962854	0.0453096415498583	7447500
20211010 084122	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	71	TRUE	0.066059847671733	0.341892643567005	4223	614	0.313002780078125	0.0421332102827267	7818750
20211010 085130	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	672	TRUE	0.0198078006522327	0.648992247671976	5081	642	0.940941690964022	0.0475751535799879	7821250
20211010 085758	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	417	TRUE	0.0281855357592835	0.665243121761305	1997	33	0.183572651169617	0.0432139666665504	8240000
20211010 090205	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	140	TRUE	0.0319426436224223	0.661605826008755	2016	329	0.899983042485537	0.0444395134582056	7530000
20211010 092140	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1393	TRUE	0.0108155644644062	0.701111284471099	5802	877	0.142661866450875	0.0413868277723026	7881250
20211010 093807	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1051	TRUE	0.0104451822805373	0.328578580662232	2629	245	0.984960492381735	0.044894029516672	7640000
20211010 094618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	394	TRUE	0.0248645713254785	0.597575728225776	2926	129	0.134183371227631	0.0428829484368445	7967500
20211010 095839	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	602	TRUE	0.0100485609271765	0.359541480146741	3469	829	0.24206310666856	0.0406308489441464	7938750
20211010 100244	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	250	TRUE	0.05178558269508	0.722551312509947	6070	251	0.985405613613593	0.0453436149409849	7760000
20211010 101555	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	704	TRUE	0.0105123134170899	0.594921639091496	2857	21	0.258806519995727	0.0430751057179765	7877500
20211010 102052	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	266	TRUE	0.0343788442250072	0.727875614168995	2043	40	0.105347496690532	0.0426225398588456	7930000
20211010 102625	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	231	TRUE	0.0282736424333421	0.690258187787119	2074	121	0.230549416525333	0.0462992131205423	7821250
20211010 102934	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	89	TRUE	0.0542751199908619	0.549454524790211	4203	391	0.536250977291551	0.0427679619934248	7585000
20211010 103502	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	204	TRUE	0.0218701683199713	0.394688140144371	3089	286	0.800333242304184	0.0431485982067609	7827500
20211010 103858	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	166	TRUE	0.0255532197539193	0.279242699769204	3584	602	0.990471182500009	0.0452662173286513	7560000
20211010 105210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	924	TRUE	0.0105063370904432	0.267254719492833	4814	886	0.0486449677797389	0.0405924246629782	7768750
20211010 110351	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	587	TRUE	0.0221483285842622	0.580343148534861	3292	847	0.268505342715544	0.0420097710979449	7748750
20211010 111411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	348	TRUE	0.0100333663892735	0.344934435926393	1067	396	0.510799744060953	0.0429668750239743	8080000
20211010 113148	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	940	TRUE	0.0141042028029075	0.560459098657162	5752	858	0.134192063734993	0.0433780755575358	7550000
20211010 113702	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	181	TRUE	0.0157434314118975	0.723840163784829	1793	29	0.324723474013447	0.0429526632341852	7690000
20211010 114027	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	145	TRUE	0.0636972391875684	0.476192747783288	4623	275	0.248457177703438	0.0468940701675801	7691250
20211010 114638	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	403	TRUE	0.0362318521830087	0.798933243311946	5357	394	0.442948509888209	0.0479141056212329	7647500
20211010 120011	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	561	TRUE	0.0136095644909677	0.522799440959611	2239	860	0.490224626628178	0.0419346321256464	7977500
20211010 121626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1145	TRUE	0.026421805726678	0.53165798781315	2189	18	0.937824785021476	0.0423381752009526	8105000
20211010 122316	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	436	TRUE	0.0298679593687066	0.314965725083932	2511	686	0.169498693329066	0.0413762379697616	8010000
20211010 122613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	108	TRUE	0.0714167773178555	0.424480231342849	1444	405	0.725261797313453	0.0433518405026226	7712500
20211010 123255	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	208	TRUE	0.0260684520245913	0.5263118411654	1093	464	0.0803142246263815	0.0409965154632807	7598750
20211010 123851	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	421	TRUE	0.0462873418298112	0.944261168307104	6116	652	0.952960303380853	0.0475190457303995	7720000
20211010 125530	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	977	TRUE	0.0100681122004708	0.783587613611497	3741	867	0.13443495901992	0.043305202099823	8126250
20211010 125803	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	77	TRUE	0.0676515754194168	0.89584777945531	1665	201	0.909561204338246	0.0416018226319582	7910000
20211010 130541	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	744	TRUE	0.0269975115465639	0.68479886301284	2259	17	0.0940766049280117	0.0413419326061917	7550000
20211010 130852	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	137	TRUE	0.0709471241230474	0.689456685141172	2041	131	0.998544274670683	0.0429734402944878	7908750
20211010 132810	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1300	TRUE	0.010237814177176	0.924100447980262	5089	874	0.279576356515654	0.040842942176116	7843750
20211010 134433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	843	TRUE	0.0101736287213554	0.668024278264315	2477	846	0.194569785873805	0.042906099252158	7887500
20211010 135110	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	491	TRUE	0.0311790227680371	0.337044507299728	1907	21	0.171090956644681	0.0438703580600198	8045000
20211010 141153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1314	TRUE	0.0100411399583738	0.649650797286217	3464	878	0.245972227002393	0.046207674845107	7965000
