fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	max_bin	ratio_corte	iteracion_bayesiana	ganancia
20211014 223201	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	12	TRUE	0.0542860030449482	0.647109416483255	5871	100	0	92	35	0.0344905972863745	88	8365874.95565
20211014 223217	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	44	TRUE	0.0734313589841384	0.998743177937583	7738	16	0	100	65	0.0310022350679247	89	8226874.9571875
20211014 223243	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	95	TRUE	0.0358598784072884	0.999870182216192	1788	133	8	74	65	0.0322514171528454	90	8463124.9567
20211014 223253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0994256853890842	0.973828155632603	1781	30	20	96	35	0.0331904281776662	91	8265624.955625
20211014 223307	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	36	TRUE	0.0557216188434522	0.635441262279192	3083	20	19	0	65	0.03044562672491	92	8357624.9565375
20211014 223318	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	4	TRUE	0.051714672148738	0.844889109253381	7954	150	20	1	35	0.0344098678299197	93	8321124.955375
20211014 223330	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	47	TRUE	0.0621186291694857	0.118676777935828	7999	37	20	0	21	0.0334496121995322	94	7666749.956175
20211014 223347	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	23	TRUE	0.0208000047462502	0.901049883123464	7789	71	2	55	36	0.0317160534007387	95	8388374.957025
20211014 223402	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	20	TRUE	0.0225334365865169	0.948373147748581	7032	979	19	0	49	0.0298040400033924	96	8089374.9588125
20211014 223416	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	36	TRUE	0.0795964826839214	0.999075729972631	4099	756	20	0	65	0.0332796554697194	97	8341874.955325
20211014 223426	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0832639138280015	0.856732250539171	1415	23	20	4	36	0.0310787156036061	98	8286749.956375
20211014 223439	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	13	TRUE	0.0471714837848626	0.931294140718631	7979	97	0	37	35	0.03362806679766	99	8279374.95575
20211014 223453	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0225965106116757	0.64910910152468	6943	1024	1	14	37	0.0285633557591688	100	8101874.9583375
20211014 223508	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	26	TRUE	0.0565780095958938	0.996587918883739	1677	35	0	100	36	0.0330842052105923	101	8199624.95585
20211014 223518	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	10	TRUE	0.0732244801644749	0.771215411297065	7845	24	20	89	36	0.0321876833705616	102	8227749.9566875
20211014 223559	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	192	TRUE	0.0200890796503537	0.999906579193719	4957	789	7	100	65	0.0318435209633944	103	8341999.95635
20211014 223620	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	123	TRUE	0.0215701132378902	0.10218218792433	7651	703	19	0	65	0.0283360386105993	104	7866874.9587125
20211014 223638	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	59	TRUE	0.0593937621018278	0.911867730416325	2061	28	18	96	65	0.0317500447505678	105	8354374.957075
20211014 223649	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	9	TRUE	0.0986646292456317	0.62430319932332	150	8	0	82	34	0.0308067848100722	106	8086374.956525
20211014 223700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	19	TRUE	0.0992817214124538	0.467967182871325	6619	15	0	100	58	0.0307791668373668	107	8071124.9581
20211014 223708	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0952428937276076	0.193535009300592	6143	521	0	94	22	0.0361094352878069	108	7862249.9536125
20211014 223720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0665276147627725	0.801213758337233	5042	110	8	0	65	0.0287078189953581	109	8258624.958025
20211014 223733	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0225461193807117	0.998105350796221	7881	978	16	9	56	0.0334751057250225	110	7935874.9560875
20211014 223756	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	113	TRUE	0.0965523284819204	0.565994943484126	101	8	19	88	55	0.0284656306296052	111	8176874.958525
20211014 223806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0997749300199688	0.720670840815698	6770	991	12	68	50	0.0335260927462608	112	8084374.957025
20211014 223827	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	71	TRUE	0.0216782747461698	0.809257733404195	7921	8	0	97	39	0.0325870817269636	113	7925624.956325
20211014 223845	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	43	TRUE	0.0711287120517077	0.642360027095744	108	40	4	79	58	0.0316820620532465	114	8293124.956875
20211014 223905	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	73	TRUE	0.0360637690923893	0.993938449120651	214	1022	20	0	29	0.0324723609219543	115	7951999.956675
20211014 223918	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	12	TRUE	0.0332049443722559	0.770564454447816	6696	9	5	72	35	0.0347880215909524	116	8364624.955425
20211014 223927	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	15	TRUE	0.0697991840116331	0.106480159039986	7997	23	2	64	36	0.0353743723662094	117	7909874.9564375
20211014 223939	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	23	TRUE	0.0964111406195523	0.761558257300544	107	8	17	0	57	0.0311806896494817	118	8421874.9573375
20211014 223950	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	9	TRUE	0.0854973854542282	0.748522092350897	6577	1023	1	99	34	0.034422614588416	119	8197249.95495
20211014 224015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	82	TRUE	0.0216104401376934	0.999799044715596	1315	627	11	49	65	0.0322386703975358	120	8409374.95625
20211014 224034	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	20	TRUE	0.0572709585037819	0.878492081156177	125	157	17	0	65	0.0296808213640595	121	8607124.958075
20211014 224057	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	41	TRUE	0.0247835082109703	0.243401724325818	1198	982	0	0	26	0.0368275025454308	122	7763124.95425
20211014 224114	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	62	TRUE	0.0645886144635092	0.760719234625451	210	1022	20	0	43	0.0319327482507738	123	8055624.957725
20211014 224129	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	18	TRUE	0.0200119894553373	0.272842022472969	157	1020	0	100	36	0.0304753691543906	124	8107249.9576375
20211014 224139	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	32	TRUE	0.0979691262615525	0.135537010476002	1082	978	20	0	35	0.0356845434271591	125	7964374.9546875
20211014 224154	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	1	TRUE	0.0992845632647377	0.876489573055434	125	216	0	1	65	0.0250749935351953	126	7995124.961
20211014 224204	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	20	TRUE	0.0640580759650787	0.117359122401125	7254	1022	0	92	55	0.0347157899709458	127	7644874.9563
20211014 224217	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	24	TRUE	0.059876622550773	0.504152917877137	104	257	19	0	65	0.0314228780154471	128	8359999.9566875
20211014 224231	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	10	TRUE	0.0450235656771883	0.997138627101333	107	88	12	17	65	0.0326380687503263	129	8363624.9565
20211014 224306	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	115	TRUE	0.0205270516957519	0.995884583320845	120	297	3	95	63	0.0304413778049864	130	8248124.9575
20211014 224325	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	40	TRUE	0.0268990676119513	0.977455748897972	107	877	8	72	49	0.0306368280641135	131	8477624.95735
20211014 224341	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	32	TRUE	0.0572720532508952	0.8521487179049	236	353	18	0	65	0.0284953730612102	132	8534499.9575375
20211014 224359	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	42	TRUE	0.0200542677890015	0.71668447755409	5112	964	6	71	50	0.0298550270284547	133	8064374.958625
20211014 224417	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	30	TRUE	0.0408126902532922	0.99317129712674	121	1024	1	90	49	0.0309554969627861	134	8310874.956625
20211014 224445	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	73	TRUE	0.0201861365970307	0.872320633078145	103	524	0	77	48	0.0315375988176945	135	8084374.957175
20211014 224501	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	TRUE	0.0568497555817572	0.777411133867094	103	781	11	66	49	0.0324681120047925	136	8340749.9563875
20211014 224514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	33	TRUE	0.0995398381775033	0.872480497571571	5521	115	20	58	65	0.0305221072588919	137	8290874.9578375
20211014 224525	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0698021115583142	0.608798838941985	7972	971	16	0	35	0.0349749740127817	138	8288624.9549375
20211014 224539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	15	TRUE	0.0266490178773583	0.885087901792362	5828	548	0	73	65	0.033585577612445	139	8268624.9554
20211014 224552	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	13	TRUE	0.0292760215490298	0.466344703128981	7932	456	20	5	36	0.0323193998499542	140	8302499.957
20211014 224612	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	67	TRUE	0.0303389592197288	0.739192283843366	7935	728	20	0	20	0.0320432201262993	141	7771999.960275
20211014 224654	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	177	TRUE	0.0200022975705416	0.675776551633181	6405	97	0	4	31	0.0287545570970976	142	7929624.95945
20211014 224710	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	46	TRUE	0.0804671911981585	0.9963129258364	7886	766	9	17	49	0.0303054124103439	143	8066624.9556375
20211014 224727	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	52	TRUE	0.056931256635875	0.962522557796678	7804	373	20	0	40	0.0284571327942193	144	7733374.958025
20211014 224745	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	51	TRUE	0.047854399072932	0.998293548466872	1837	1024	15	47	49	0.0357992642306812	145	8188874.954625
20211014 224805	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	53	TRUE	0.0719244537244958	0.998467446532404	130	95	0	93	27	0.0315715901685858	146	8119374.9569625
20211014 224821	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	22	TRUE	0.0945509767893208	0.984440686654598	5289	867	0	0	27	0.0329227462985324	147	8064874.9569625
20211014 224830	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0993816987078951	0.857934041571338	3216	8	20	69	27	0.0329992268346387	148	8088249.9561625
20211014 224843	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0254086234333594	0.235432935620085	6761	955	20	96	35	0.0318520188002674	149	8388749.9555
